SM0	SMITH
L0	LUTH
LPRS	LUPERCIO
LMN	LUHMAN
LTK	LUEDKE
LFK	LOVICK
LSNK	LOSSING
LS	LOSS
LRN	LORRAINE
LKP	LOOKABAUGH
LNK	LONGWAY
LN	LONE
LSL	LOISEL
LJTS	LOGIUDICE
LFRT	LOFFREDO
LKST	LOCUST
LP	LOBE
LP	LOBAUGH
LSL	LIZAOLA
LFRS	LIVERS
LTLPJ	LITTLEPAGE
LNN	LINNEN
LMR	LIMMER
LPX	LIEBSCH
LPMN	LIEBMAN
LTN	LEYDEN
LFTN	LEVITAN
LFSN	LEVISON
LFR	LEVIER
LFN	LEVEN
LFL	LEVALLEY
LTNK	LETTINGA
LSL	LESSLEY
LSK	LESSIG
LPN	LEPINE
LKT	LEIGHT
LK	LEICK
LK	LEGGIO
LFNKL	LEFFINGWELL
LFRT	LEFFERT
LFFRS	LEFEVERS
LTL	LEDLOW
LTN	LEATON
LNTR	LEANDER
LMNK	LEAMING
LSS	LAZOS
LFLT	LAVIOLETTE
LFR	LAUFFER
LTS	LATZ
LSRS	LASORSA
LX	LASCH
LRN	LARIN
LPRT	LAPORTA
LNTR	LANTER
LNKSTF	LANGSTAFF
LNT	LANDI
LMK	LAMICA
LMPSN	LAMBSON
LMP	LAMBE
LMRK	LAMARCA
LMN	LAMAN
LMN	LAMAGNA
LJNS	LAJEUNESSE
LFNTNT	LAFONTANT
LFLR	LAFLER
LPRM	LABRUM
LKS	LAAKSO
KX	KUSH
K0R	KUETHER
KXR	KUCHAR
KRK	KRUK
KRNR	KRONER
KR	KROH
KRTLR	KRIDLER
KRSR	KREUZER
KFTS	KOVATS
KPRSK	KOPROWSKI
KHT	KOHOUT
NSL	KNICELY
NL	KNELL
KLTS	KLUTTS
KNTRK	KINDRICK
KT	KIDDY
KN	KHANNA
KXR	KETCHER
KRXNR	KERSCHNER
KRFN	KERFIEN
KNS	KENSEY
KNL	KENLEY
KNN	KENAN
KMPLN	KEMPLIN
KLRS	KELLERHOUSE
KSLNK	KEESLING
KP	KEEP
KN	KEENA
KS	KEAS
KPLN	KAPLIN
KNT	KANADY
KMPN	KAMPEN
JTRS	JUTRAS
JNKRS	JUNGERS
JL	JULIO
JXK	JESCHKE
JN	JEN
JNSK	JANOWSKI
JNS	JANAS
ASKR	ISKRA
AMPRT	IMPERATO
AKRT	IKERD
AK	IGOE
HNMN	HYNEMAN
HNK	HYNEK
HSN	HUSAIN
HRL	HURRELL
HLTKST	HULTQUIST
HLT	HULLETT
HLN	HULEN
HF	HUF
HPRT	HUBERTY
HT	HOYTE
HSN	HOSSAIN
HRNSTN	HORNSTEIN
HR	HORI
HPTN	HOPTON
HLMS	HOLMS
HLMN	HOLLMANN
HLTMN	HOLDMAN
HLTMN	HOLDEMAN
HLPN	HOLBEN
HFRT	HOFFERT
HML	HIMEL
HLSMN	HILLSMAN
HLR	HILLARY
HRT	HERDT
HLR	HELLYER
HLN	HELLEN
HSTR	HEISTER
HMR	HEIMER
HTKR	HEIDECKER
HTKP0	HEDGPETH
HJP0	HEDGEPATH
HPL	HEBEL
HTL	HEATWOLE
HR	HAYER
HSNR	HAUSNER
HSK	HASKEW
HSLTN	HASELDEN
HRTRNFT	HARTRANFT
HRX	HARSCH
HRS	HARRES
HRPS	HARPS
HRTMN	HARDIMON
HLM	HALM
HL	HALLEE
HLHN	HALLAHAN
HKL	HACKLEY
HKNPRK	HACKENBERG
HX	HACHEY
HPL	HAAPALA
KNS	GUYNES
KNRSN	GUNNERSON
KNP	GUNBY
KLT	GULOTTA
KJR	GUDGER
KRMN	GROMAN
KRNN	GRIGNON
KRPL	GRIEBEL
KRKR	GREGORI
KRNN	GREENAN
KRR	GRAUER
KRT	GOURD
KRN	GORIN
KRKN	GORGONE
KSLN	GOOSLIN
KLT	GOOLD
KLTS	GOLTZ
KLTPRKR	GOLDBERGER
KPL	GOBBLE
KLTFLT	GLOTFELTY
KLSFRT	GLASSFORD
KLNS	GLANCE
KLTN	GLADWIN
JFR	GIUFFRE
KLPTRK	GILPATRICK
KRMN	GERMAINE
KRTS	GERDTS
JN	GENNA
KSL	GEISEL
KLR	GAYLER
KNS	GAUNCE
KLTNK	GAULDING
KTL	GATELEY
KSMN	GASSMAN
KX	GASH
KRSN	GARSON
KRN	GARRON
KRNT	GARAND
KNJSTT	GANGESTAD
KL	GALLOW
KLP	GALBO
KPRL	GABRIELLI
FLNKTN	FULLINGTON
FX	FUCCI
FRM	FRUM
FRTN	FRIEDEN
FRPRK	FRIBERG
FRSK	FRASCO
FRNSS	FRANCESE
FL	FOWLE
FXR	FOUCHER
F0RJL	FOTHERGILL
FRKR	FORAKER
FNTR	FONDER
FS	FOISY
FKL	FOGAL
FLR	FLURRY
FLNKN	FLENNIKEN
FTJNR	FITZHENRY
FXPN	FISHBEIN
FNTN	FINTON
FLMR	FILMORE
FLS	FILICE
FL	FEOLA
FLPRPM	FELBERBAUM
FSNKT	FAUSNAUGHT
FSN	FASCIANO
FR	FARRAH
FRKHRSN	FARQUHARSON
FRS	FAIRES
ASTRJ	ESTRIDGE
ASMN	ESSMAN
ANS	ENZ
ANRKS	ENRIQUES
AMK	EMMICK
AKR	EKKER
AKTL	EKDAHL
ASMN	EISMAN
AKLTN	EGGLETON
ATNKR	EDDINGER
AKL	EAKLE
AKR	EAGAR
TR	DURIO
TNT	DUNWOODY
THM	DUHAIME
TNS	DUENES
TTN	DUDEN
TTS	DUDAS
TRXR	DRESHER
TRSL	DRESEL
TT	DOUTT
TNLN	DONLAN
TN0N	DONATHAN
TMK	DOMKE
TPRLSK	DOBROWOLSKI
TNJ	DINGEE
TMT	DIMMITT
TMR	DIMERY
TLL	DILULLO
TF	DEVEAUX
TFL	DEVALLE
TSPR	DESPER
TSNRS	DESNOYERS
TSTLS	DESAUTELS
TRN	DEROUIN
TRPXR	DERBYSHIRE
TNMN	DENMON
TN	DENA
TMSK	DEMSKI
TLK	DELUCCA
TLPN	DELPINO
TLMNT	DELMONT
TLR	DELLER
TJL	DEJULIO
TPLR	DEIBLER
TN	DEHNE
THR	DEHARO
TNR	DEGNER
TFR	DEFORE
TRMN	DEERMAN
TKR	DECUIR
TKMN	DECKMAN
TS	DEASY
TS	DEASE
TNR	DEANER
TT	DAWDY
TTRL	DAUGHDRILL
TRK	DARRIGO
TRT	DARITY
TNL	DANIELE
TLP	DALBEY
TJNRT	DAGENHART
TFRN	DAFFRON
KR	CURRO
KRNT	CURNUTTE
KRTL	CURATOLO
KRKXNK	CRUIKSHANK
KRSL	CROSSWELL
KRSLN	CROSLIN
KRN	CRONEY
KRFTN	CROFTON
KRT	CRIADO
KRSLS	CRECELIUS
KS	COSCIA
KNF	CONNIFF
KMTR	COMMODORE
KL0RP	COLTHARP
KLN	COLONNA
KLR	COLLYER
KLNKTN	COLLINGTON
KPL	COBBLEY
KX	COACHE
KLNTS	CLONTS
KL	CLOE
KLT	CLIETT
KLMNS	CLEMANS
KLR	CLARA
ST	CID
XRST	CHRISTO
XRSP	CHRISP
XN	CHINA
KRN	CHIARINI
K	CHIA
XTM	CHEATAM
XTL	CHEADLE
X	CHE
XNS	CHAUNCEY
XNT	CHAND
XT	CHADD
SRFR	CERVERA
SRL	CERULLI
SRS	CEREZO
STN	CEDANO
KTN	CAYETANO
K0RN	CAWTHORNE
KFLR	CAVALIERI
KTN	CATTANEO
KRL	CARYL
KRTLJ	CARTLIDGE
KR0RS	CARRITHERS
KRR	CARREIRA
KRNK	CARRANCO
KRKL	CARGLE
KNTNS	CANDANOZA
KML	CAMILLE
KMPRN	CAMBURN
KLNTR	CALENDER
KLTRN	CALDERIN
KLKN	CALCAGNO
KN	CAHN
KTN	CADDEN
PHM	BYHAM
PTR	BUTTRY
PR	BURRY
PRL	BURRUEL
PRKT	BURKITT
PRJ	BURGIO
PRJNR	BURGENER
PXR	BUESCHER
PKL	BUCKALEW
PRMR	BRYMER
PRMT	BRUMETT
PRNL	BRUGNOLI
PRKMN	BRUGMAN
PRSNHN	BROSNAHAN
PRNTR	BRONDER
PRKL	BROECKEL
PRTRSN	BRODERSON
PRSPN	BRISBON
PRNSFLT	BRINSFIELD
PRNKS	BRINKS
PRS	BRESEE
PRKMN	BREGMAN
PRNR	BRANNER
PRMPL	BRAMBILA
PRLSFRT	BRAILSFORD
PSK	BOUSKA
PSTR	BOSTER
PRK	BORUCKI
PRTNR	BORTNER
PRKS	BOROUGHS
PRJSN	BORGESON
PNR	BONIER
PMP	BOMBA
PLNTR	BOLENDER
PX	BOESCH
PK	BOEKE
PLT	BLOYD
PL	BLEY
PNKR	BINGER
PLNK	BILLING
PLPR	BILBRO
PR	BIERY
PXRST	BICHREST
PS	BEZIO
PFL	BEVEL
PRT	BERRETT
PRM	BERMEO
PRKTL	BERGDOLL
PRSR	BERCIER
PNSL	BENZEL
PNTLR	BENTLER
PNTS	BENNETTS
PLNP	BELNAP
PLN	BELLINI
PTS	BEITZ
PRNT	BEHREND
PTNRSK	BEDNARCZYK
PRS	BEARSE
PTMN	BATMAN
PRTLN	BARTOLINI
PRTL	BARTOL
PRT	BARRETTA
PRPR	BARBERO
PRPR	BARBARO
PNFLS	BANVELOS
PNKS	BANKES
PLNJ	BALLENGEE
PLTN	BALDON
A	AYE
ASMS	AUSMUS
ATLN	ATILANO
ATNS	ATIENZA
AXNPRNR	ASCHENBRENNER
ARR	ARORA
ARMSTNK	ARMSTONG
AKLN	AQUILINO
APLPR	APPLEBERRY
APLP	APPLEBEE
APLNR	APOLINAR
ANTS	ANTOS
ANKLS	ANGLES
ANTRPNT	ANDREPONT
ANKN	ANCONA
AMSKT	AMESQUITA
ALFN	ALVINO
ALTXLR	ALTSCHULER
ALN	ALLIN
ALR	ALIRE
ANSL	AINSLIE
AKLR	AGULAR
AXLMN	AESCHLIMAN
AKST	ACCETTA
APTL	ABDULLA
AP	ABBE
SRT	ZWART
SFLT	ZUFELT
SN	ZONA
SRPL	ZIRBEL
SNKR	ZINGARO
SLNK	ZILNICKI
SNTN	ZENTENO
SNT	ZENT
SMK	ZEMKE
SK	ZAYAC
SRL	ZARRELLA
AXMT	YOSHIMOTO
ART	YEAROUT
RNX	WRENCH
ARLT	WORLD
AMR	WOMER
ALTMN	WOLTMAN
ALN	WOLIN
ALR	WOLERY
ALT	WOLDT
ATS	WITTS
ATNR	WITTNER
A0R	WITHEROW
ANRT	WINWARD
ANR	WINROW
AMN	WIEMANN
AXMN	WICHMANN
ATL	WHITWELL
ATL	WHITELAW
ALS	WHEELESS
AL	WHALLEY
A	WEY
ASNR	WESSNER
ANSL	WENZL
AN	WENE
A0RP	WEATHERBEE
A	WAYE
ATLS	WATTLES
ANK	WANKE
ALKS	WALKES
ALTK	WALDECK
FNRTN	VONRUDEN
FSN	VOISINE
FKS	VOGUS
FTT	VITTETOE
FLLF	VILLALVA
FLSS	VILLACIS
FKTRN	VICTORIAN
FRJ	VERGE
FNTRN	VENTURINI
FNTR	VENTURI
FNSN	VENSON
FNLN	VANLOAN
FNSR	VANHOOSER
FNTSR	VANDUZER
FNTFR	VANDEVER
FNTRL	VANDERWAL
FNTRTN	VANDERHEYDEN
FNPK	VANBEEK
FNPPR	VANBEBBER
FLNS	VALLANCE
FLS	VALES
FL	VAHLE
ARPN	URBAIN
APXR	UPSHUR
AMFLT	UMFLEET
TST	TWIST
TSJ	TSUJI
TRPS	TRYBUS
TRL	TRIOLO
TRMRX	TRIMARCHI
TRS	TREZZA
TRNLM	TRENHOLM
TF	TOVEY
TRN	TOURIGNY
TR	TORRY
TRN	TORRAIN
TRJSN	TORGESON
TNK	TONGUE
TM	TOMEY
TXLR	TISCHLER
TNKLR	TINKLER
TNTR	TINDER
TKNR	TICKNOR
TPLS	TIBBLES
TPLS	TIBBALS
0RNPR	THRONEBERRY
0RMLN	THORMAHLEN
0PRT	THIBERT
0P	THIBEAUX
0RR	THEURER
TMPLT	TEMPLET
TJLR	TEGELER
TFRNR	TAVERNIER
TPMN	TAUBMAN
TMXR	TAMASHIRO
TLN	TALLON
TLRK	TALLARICO
TPT	TABOADA
SFR	SYPHER
SPRT	SYBERT
SRS	SWYERS
STLSK	SWITALSKI
SNKR	SWINGER
STPRK	SWEDBERG
S0R	SUTHER
SRPRNNT	SURPRENANT
SLN	SULLEN
SLK	SULIK
SKTN	SUGDEN
STR	SUDER
SXN	SUCHAN
SX	SUCH
STRP	STRUBE
STRP	STROOPE
STRTMTR	STRITTMATTER
STRT	STREETT
STRKN	STRAUGHN
STRSPRK	STRASBURG
STJKS	STJACQUES
STMJ	STIMAGE
STMK	STIMAC
STFTR	STIFTER
STJL	STGELAIS
STNRT	STEINHART
STLK	STEHLIK
STFNSN	STEFFENSON
STNPRJN	STEENBERGEN
STNPR	STANBERY
STLN	STALLONE
SPRNK	SPRUNG
SPRKS	SPRAGGS
SPT	SPOTO
SPLMN	SPILMAN
SPN	SPENO
SPNPR	SPANBAUER
SPL	SPALLA
SPNL	SPAGNOLO
SLMN	SOLIMAN
SLN	SOLAN
SPLK	SOBOLIK
SNLKRF	SNELGROVE
SNTN	SNEDDEN
SML	SMALE
SLTR	SLITER
SLNKRT	SLANKARD
SRS	SIRCY
SNR	SIGNOR
XTR	SHUTTER
XRTLF	SHURTLIFF
XR	SHUR
X	SHOW
XRK	SHIRKEY
X	SHI
XMK	SHEWMAKE
XMS	SHAMS
XTL	SHADLEY
XTKS	SHADDOX
SKR	SGRO
SRFS	SERFASS
SPL	SEPPALA
SK	SEGAWA
SKL	SEGALLA
SPR	SEABERRY
SKTN	SCRUTON
SSM	SCISM
XN	SCHWEIN
XRTSMN	SCHWARTZMAN
XNTS	SCHWANTES
XMR	SCHOMER
XNPRN	SCHOENBORN
XLTMN	SCHLOTTMANN
XSLR	SCHISSLER
XRR	SCHEURER
XPS	SCHEPIS
XTKR	SCHEIDEGGER
SNR	SAUNIER
STRS	SAUDERS
SSMN	SASSMAN
SNKLS	SANNICOLAS
SNTRFR	SANDERFUR
SLSR	SALSER
SKR	SAGAR
SFR	SAFFER
ST	SAEED
STPR	SADBERRY
SPN	SABAN
RS	RYCE
RPK	RYBAK
RKS	RUX
RMR	RUMORE
RML	RUMMELL
RMJ	RUMMAGE
RTSL	RUDASILL
RSMN	ROZMAN
RT	ROTA
RSN	ROSSIN
RSL	ROSELL
RSL	ROSEL
RMPRK	ROMBERG
RJR	ROJERO
RXN	ROCHIN
RXL	ROCHELL
RPT	ROBIDEAU
RPRJ	ROBARGE
R0	ROATH
RSK	RISKO
RNJL	RINGEL
RNKTL	RINGDAHL
RR	RIERA
RMN	RIEMANN
RPS	RIBAS
RFRT	REVARD
RN	RENNA
RNKR	RENEGAR
RNLT	REINWALD
RMN	REHMAN
RKL	REGAL
RLS	REELS
R	REE
RTL	REDEL
RSNS	REASONS
RSR	RAYSOR
R0K	RATHKE
RPS	RAPOZO
RMPTN	RAMPTON
RMKR	RAMAKER
RK	RAKOW
R	RAIA
RTN	RADIN
RK	RACO
RKM	RACKHAM
RK	RACCA
RKNL	RACANELLI
RPN	RABUN
KRNT	QUARANTA
PRFS	PURVES
PNT	PUNDT
PRTSMN	PROTSMAN
PRSPR	PROSPER
PRSS	PREZIOSO
PRST	PRESUTTI
PRSTNT	PRESIDENT
PRSKRFS	PRESGRAVES
PTRS	POYDRAS
PRTN	PORTNOY
PRTLTN	PORTALATIN
PP	POP
PNTS	PONTES
PLR	POEHLER
PPLT	POBLETE
PT	POAT
PLMTR	PLUMADORE
PLMN	PLEIMAN
PSN	PIZANA
PSKP	PISCOPO
PRN	PIRAINO
PNL	PINELLI
PL	PILLAI
PKN	PICKEN
PX	PICHA
PKL	PICCOLI
FLN	PHILEN
PT	PETTEWAY
PTRS	PETROS
PSKN	PESKIN
PRJN	PERUGINI
PRL	PERRELLA
PRNS	PERNICE
PPR	PEPER
PNSNKR	PENSINGER
PMPLTN	PEMBLETON
PTRN	PATRON
PSMN	PASSMAN
PRNT	PARRENT
PNT	PANETTA
PNKK	PANCAKE
PLS	PALLAS
PLK	PALKA
P	PAIS
PKN	PAGLIA
PTMR	PADMORE
AM	OUM
ATSN	OTTESEN
AST	OST
ASR	OSER
ARTMN	ORTMANN
ARMNT	ORMAND
ARL	ORIOL
ARK	ORICK
ALR	OLER
AKFR	OKAFOR
AHR	OHAIR
APRT	OBERT
APRLTSR	OBERHOLTZER
NMR	NUMBER
NLNT	NOWLAND
NSK	NOSEK
NRTN	NORDEEN
NLF	NOLF
NKL	NOGLE
NPRK	NOBRIGA
NKL	NICLEY
NKM	NICCUM
NNKM	NEWINGHAM
NMSTR	NEUMEISTER
NJPR	NEUGEBAUER
N0RLNT	NETHERLAND
NRN	NERNEY
NS	NEISS
NS	NEIS
NTR	NEIDER
NLT	NEELD
NLR	NAILOR
MSTN	MUSTAIN
MSMN	MUSSMAN
MSNT	MUSANTE
MRTN	MURTON
MRTN	MURDEN
MNN	MUNYON
MLTR	MULDREW
MTN	MOTTON
MSKS	MOSCOSO
MXL	MOSCHELLA
MRS	MOROZ
MRMN	MORMON
MRLS	MORELOS
MRS	MORACE
MN	MOONE
MNTSN	MONTESANO
MNTMR	MONTEMURRO
MNTS	MONTAS
MNTLP	MONTALBO
MLNTR	MOLANDER
MLSK	MLECZKO
MK	MIYAKE
MTXK	MITSCHKE
MNKR	MINGER
MNL	MINELLI
MNR	MINEAR
MLNR	MILLENER
MHLX	MIHELICH
MTM	MIEDEMA
M	MIAH
MTSR	METZER
MR	MERY
MRKN	MERRIGAN
MRK	MERCK
MNL	MENNELLA
MMPRN	MEMBRENO
MLS	MELECIO
MLTR	MELDER
MLNK	MEHLING
MLR	MEHLER
MTKLF	MEDCALF
MX	MECHE
MLNK	MEALING
MKN	MCQUEENEY
MKFL	MCPHAUL
MKMKL	MCMICKLE
MKMN	MCMEEN
MKMNS	MCMAINS
MKLS	MCLEES
MKN	MCGOWIN
MKFRLN	MCFARLAIN
MKTFT	MCDIVITT
MKTR	MCCOTTER
MKN	MCCONN
MKLN	MCCLANE
MKSTR	MCCASTER
MKP	MCBAY
MKP0	MCBATH
MRL	MAYORAL
MKS	MAYEUX
MTS	MATSUO
MSR	MASUR
MSMN	MASSMAN
MRST	MARZETTE
MRTNSN	MARTENSEN
MRLT	MARLETT
MRK	MARKIE
MRKKRF	MARKGRAF
MRSNKSK	MARCINKOWSKI
MRXPNKS	MARCHBANKS
MRSL	MARCELLA
MNSR	MANSIR
MNTS	MANDEZ
MNSL	MANCIL
MLKN	MALAGON
MNN	MAGNANI
MTN	MADONIA
MTL	MADILL
MT	MADIA
MKTS	MACKIEWICZ
MKLFR	MACGILLIVRAY
MKTL	MACDOWELL
MKP0	MACBETH
MP	MABEE
LNTPLT	LUNDBLAD
LFRN	LOVVORN
LFNKS	LOVINGS
LRT	LORETO
LNS	LINZ
LNT	LINWOOD
LNL	LINNELL
LNP	LINEBAUGH
LNTSTT	LINDSTEDT
LNTPLM	LINDBLOOM
LNT	LINDA
LMPRK	LIMBERG
LPK	LIEBIG
LKTK	LICKTEIG
LKTNPRK	LICHTENBERG
LKR	LICARI
LKS	LEX
LSN	LEWISON
LFR	LEVARIO
LFR	LEVAR
LPR	LEPPER
LNSN	LENZEN
LNTRMN	LENDERMAN
LMR	LEMARR
LNN	LEINEN
LTR	LEIDER
LKRNT	LEGRANDE
LFRT	LEFORT
LPL	LEBLEU
LSK	LEASK
LRN	LEARN
LKK	LEACOCK
LSN	LAZANO
LLN	LAWALIN
LFN	LAVEN
LPLK	LAPLACA
LNT	LANT
LNKSM	LANGSAM
LNKN	LANGONE
LNTRS	LANDRESS
LNTN	LANDEN
LNT	LANDE
LMRT	LAMORTE
LRS	LAIRSEY
LTL	LAIDLAW
LFN	LAFFIN
LKNR	LACKNER
LKS	LACAZE
LPT	LABUDA
LPR	LABREE
LPL	LABELLA
LPR	LABAR
KR	KYER
KPR	KUYPER
KLNSK	KULINSKI
KLK	KULIG
KNRT	KUHNERT
KXR	KUCHERA
KPSK	KUBICEK
KRKPRK	KRUCKEBERG
KRKTN	KRUCHTEN
KRTR	KRIDER
KX	KOTCH
KRNFLT	KORNFELD
KRN	KOREN
KKLR	KOOGLER
KL	KOLL
KL	KOLE
KNK	KOHNKE
KL	KOHLI
KFT	KOFOED
KLNK	KOELLING
KL0	KLUTH
KLMP	KLUMP
KLPFNST	KLOPFENSTEIN
KLPL	KLIPPEL
KLNJ	KLINGE
KLT	KLETT
KLMP	KLEMP
KLS	KLEIS
KLN	KLANN
KTSMN	KITZMAN
KNN	KINNAN
KNKSPR	KINGSBERRY
KNT	KIND
KN	KINA
KLMN	KILMON
KLPK	KILLPACK
KLPN	KILBANE
KJSK	KIJOWSKI
KS	KIES
KRSTT	KIERSTEAD
KTRNK	KETTERING
KSLMN	KESSELMAN
KNTN	KENTON
KNNKTN	KENNINGTON
KNSTN	KENISTON
KRR	KEHRER
KRL	KEARL
KL	KEALA
KS	KASSA
KSHR	KASAHARA
KNTS	KANTZ
KLN	KALIN
KN	KAINA
JPN	JUPIN
JNTNN	JUNTUNEN
JRS	JUARES
JNS	JOYNES
JFL	JOVEL
JS	JOOS
JN	JN
JKTS	JIGGETTS
JRFS	JERVIS
JRPK	JERABEK
JNSN	JENNISON
JS	JASO
JNS	JANZ
AST	IZATT
AXPX	ISHIBASHI
ANT	IANNOTTI
HMS	HYMAS
HNK	HUNEKE
HLT	HULET
HJN	HOUGEN
HRFT	HORVAT
HRSTMN	HORSTMANN
HPL	HOPPLE
HLTKMP	HOLTKAMP
HLSTN	HOLSTEN
HHNSTN	HOHENSTEIN
HFL	HOEFLE
HPK	HOBACK
HN	HINEY
HMSTR	HIEMSTRA
HRK	HERWIG
HRTR	HERTER
HRT	HERRIOTT
HRMSN	HERMSEN
HRTMN	HERDMAN
HRTR	HERDER
HRPK	HERBIG
HM	HEM
HLPR	HELPER
HLNK	HELLING
HLPK	HELBIG
HTKMP	HEITKAMP
HNRKS	HEINRICHS
HNK	HEINECKE
HLMN	HEILEMAN
HFL	HEFFLEY
HFRN	HEAVRIN
HSTN	HEASTON
HMKR	HAYMAKER
HNSTN	HAUENSTEIN
HRTLJ	HARTLAGE
HRLN	HARLIN
HRK	HARIG
HRTNPRK	HARDENBROOK
HNKN	HANKIN
HMTR	HAMITER
HJNS	HAGENS
HJL	HAGEL
KRSL	GRIZZELL
KRST	GRIEST
KRS	GRIESE
KRF	GRIEF
KRNN	GRENNAN
KRTN	GRADEN
KS	GOSSE
KRTR	GORDER
KLTN	GOLDIN
KTL	GOATLEY
KLSP	GILLESPI
KLPRT	GILBRIDE
KL	GIEL
JN	GIANNI
KSTN	GHOSTON
JTR	GETTER
KRXMN	GERSHMAN
KSNKR	GEISINGER
JRNKR	GEHRINGER
JTN	GEDEON
KPRT	GEBERT
KKSL	GAXIOLA
KRNSK	GAWRONSKI
K	GAU
K0RT	GATHRIGHT
KXL	GATCHELL
KRJL	GARGIULO
KRK	GARG
KLNK	GALANG
KTSN	GADISON
FK	FYOCK
FRNS	FURNISS
FRP	FURBY
FNL	FUNNELL
FRSL	FRIZELL
FRNKL	FRENKEL
FRPRK	FREEBURG
FRNKSR	FRANKHOUSER
FRNX	FRANCHI
FLKR	FOULGER
FRMP	FORMBY
FRK	FORKEY
FNT	FONTE
FLSN	FOLSON
FLT	FOLLETTE
FLKR	FLICKER
FLFRS	FLAVORS
FLFL	FLAVELL
FNKN	FINEGAN
FL	FILL
FLPN	FILIPPINI
FRNS	FERENCZ
FRNS	FERENCE
FNS	FENNESSEY
FKNS	FEGGINS
FHN	FEEHAN
FSN	FAZZINO
FSNPKR	FAZENBAKER
FST	FAUSTO
FNS	FAUNCE
FRJ	FARRAJ
FRNL	FARNELL
FRLR	FARLER
FRP	FARABEE
FLKSK	FALKOWSKI
FS	FACIO
ATSLR	ETZLER
A0NKTN	ETHINGTON
ASTRLN	ESTERLINE
ASPR	ESPER
ASKR	ESKER
ARKSLPN	ERXLEBEN
ARKSN	ERICSSON
ARK	ERICK
ANK	ENGH
AMLNK	EMLING
ALRJ	ELRIDGE
ALNT	ELLENWOOD
ALFRNK	ELFRINK
AKF	EKHOFF
ASRT	EISERT
AS	EIS
AFRT	EIFERT
AXNLP	EICHENLAUB
AKNR	EGNOR
AKPRKT	EGGEBRECHT
ATLN	EDLIN
ATPRK	EDBERG
APL	EBLE
APR	EBER
ASLR	EASLER
T	DUWE
TT	DUTTA
TTRMPL	DUTREMBLE
TSLT	DUSSEAULT
TRN	DURNEY
TNR0	DUNWORTH
TMR	DUMIRE
TKMN	DUKEMAN
TFNR	DUFNER
T	DUEY
TPL	DUBLE
TRS	DREESE
TSL	DOZAL
TFL	DOUVILLE
TKL	DOUGAL
TM	DOOM
TN	DONE
TFR	DIVER
TTMR	DITMORE
TSTN	DISTIN
TMS	DIMUZIO
TLTN	DILDINE
TNN	DIGNAN
TTRX	DIETERICH
TKMN	DIECKMAN
TTN	DIDONNA
TLN	DHILLON
TSRN	DEZERN
TFRKS	DEVEREUX
TFL	DEVALL
TT	DETTY
TTMR	DETAMORE
TRKSN	DERKSEN
TRMR	DEREMER
TRS	DERAS
TNSL	DENSLOW
TN	DENO
TNKL	DENICOLA
TNP	DENBOW
TM	DEMMA
TML	DEMILLE
TLS	DELISA
TLR	DELIRA
TLTR	DELAWDER
TLR	DELARA
TLHNT	DELAHANTY
TJNJ	DEJONGE
TNNKR	DEININGER
TTS	DEDIOS
TTRK	DEDERICK
TSLS	DECELLES
TPS	DEBUS
TPRN	DEBRUYN
TPRT	DEBORDE
TK	DEAK
TNR	DAUENHAUER
TRS	DARSEY
TRNK	DARING
TNS	DANSIE
TLMN	DALMAN
TKN	DAKIN
TKL	DAGLEY
SJ	CZAJA
SPRT	CYBART
KXN	CUTCHIN
KRNKTN	CURRINGTON
KRPL	CURBELO
KRXR	CROUCHER
KRNKL	CRINKLAW
KRMN	CREMIN
KRT	CRATTY
KRNFLT	CRANFIELD
KRFRT	CRAFFORD
KR	COWHER
KP	COWBOY
KFLN	COUVILLION
KTRR	COUTURIER
KNTR	COUNTER
KRTR	CORTER
KMPS	COOMBES
KNTS	CONTOS
KNSLN	CONSOLINI
KNKTN	CONNAUGHTON
KNL	CONELY
KLTRN	COLTRANE
KLM	COLLOM
KKT	COCKETT
KLPR	CLEPPER
KLFNKR	CLEAVENGER
KLR	CLARO
KLRKN	CLARKIN
SRK	CIRIACO
SSL	CIESLA
SXN	CICHON
SNS	CIANCIO
SNS	CIANCI
XN0	CHYNOWETH
XNK	CHUANG
XRSNSK	CHRZANOWSKI
XRSXN	CHRISTION
XL	CHOLEWA
XPL	CHIPLEY
XLKT	CHILCOTT
XN	CHEYNE
XSLK	CHESLOCK
XNFRT	CHENEVERT
XRS	CHEERS
XRLT	CHARLOT
XKL	CHAGOLLA
XPL	CHABOLLA
SSN	CESENA
SRT	CERUTTI
KF	CAVA
KL	CAUL
KSN	CASSONE
KSN	CASSIN
KSS	CASSESE
KSS	CASAUS
KSL	CASALI
KRTLJ	CARTLEDGE
KRSTN	CARSTEN
KRTMN	CARDAMONE
KRS	CARCIA
KRPN	CARBONNEAU
KRPN	CARBONI
KRPL	CARABELLO
KPSL	CAPOZZOLI
KPL	CAPELLA
KP	CAP
KNT	CANNATA
KMPFRT	CAMPOVERDE
KMP	CAMPEAU
KMPR	CAMBRE
KMPRS	CAMBEROS
KLFR	CALVERY
KLNN	CALNAN
KLMS	CALMES
KL	CALLEY
KLR	CALLERY
KLS	CALISE
KXT	CACCIOTTI
KXTR	CACCIATORE
PTRP	BUTTERBAUGH
PRK	BURGO
PRKM	BURGAMY
PRL	BURELL
PNT	BUNDE
PMPLF	BUMBALOUGH
PL	BUEL
PKNR	BUECHNER
PXNN	BUCHANNON
PRN	BRYON
